Genes	KOG
Glyma.10G063700	A
Glyma.10G063700	J
Glyma.04G040700	A
Glyma.04G040700	J
Glyma.03G196700	A
Glyma.03G196700	J
Glyma.02G077400	A
Glyma.02G077400	J
Glyma.16G102300	A
Glyma.16G102300	J
Glyma.13G205600	A
Glyma.13G205600	J
Glyma.06G041700	A
Glyma.06G041700	J
Glyma.08G266700	A
Glyma.08G266700	J
Glyma.09G281700	A
Glyma.09G281700	J
Glyma.15G029000	J
Glyma.13G148200	A
Glyma.13G148200	J
Glyma.17G240400	A
Glyma.17G240400	J
Glyma.10G282400	A
Glyma.05G187000	A
Glyma.06G148700	A
Glyma.14G192900	R
Glyma.14G115100	R
Glyma.02G226100	R
Glyma.12G236300	A
Glyma.13G201700	A
Glyma.12G164200	A
Glyma.16G000500	A
Glyma.11G015500	R
Glyma.06G231000	R
Glyma.16G102300	R
Glyma.19G260200	R
Glyma.08G266700	R
Glyma.20G187000	R
Glyma.01G227300	R
Glyma.06G037600	A
Glyma.04G229400	A
Glyma.03G220900	A
Glyma.08G176400	A
Glyma.15G249900	A
Glyma.02G139900	A
Glyma.09G001000	A
Glyma.10G290400	A
Glyma.04G229500	A
Glyma.10G082600	A
Glyma.07G205500	A
Glyma.09G205900	A
Glyma.10G134100	A
Glyma.13G145200	A
Glyma.06G175400	A
Glyma.16G070900	A
Glyma.05G043200	A
Glyma.19G260200	A
Glyma.07G049500	A
Glyma.20G177100	A
Glyma.04G190100	A
Glyma.07G259500	A
Glyma.10G214800	A
Glyma.06G231000	A
Glyma.06G135300	A
Glyma.19G217900	A
Glyma.18G261000	A
Glyma.10G058500	A
Glyma.03G202900	A
Glyma.12G240700	A
Glyma.02G275400	A
Glyma.17G125700	A
Glyma.20G082800	A
Glyma.14G040800	A
Glyma.19G061100	A
Glyma.06G135200	A
Glyma.19G200700	A
Glyma.19G003900	A
Glyma.01G016900	A
Glyma.04G074500	L
Glyma.04G074500	T
Glyma.11G029500	L
Glyma.11G029500	T
Glyma.10G017900	L
Glyma.10G017900	T
Glyma.02G017500	L
Glyma.02G017500	T
Glyma.02G005700	L
Glyma.02G005700	T
Glyma.13G109800	C
Glyma.13G109800	R
Glyma.01G235600	C
Glyma.01G235600	R
Glyma.11G007600	C
Glyma.11G007600	R
Glyma.13G109700	C
Glyma.13G109700	R
Glyma.14G223600	C
Glyma.14G223600	R
Glyma.17G209900	C
Glyma.17G209900	R
Glyma.17G050000	C
Glyma.17G050000	R
Glyma.06G016900	C
Glyma.06G016900	R
Glyma.15G223900	C
Glyma.15G223900	R
Glyma.13G186200	C
Glyma.13G186200	R
Glyma.17G049900	C
Glyma.17G049900	R
Glyma.19G057500	C
Glyma.19G057500	R
Glyma.18G242300	Q
Glyma.09G250200	Q
Glyma.07G209100	R
Glyma.07G209100	Q
Glyma.12G214000	R
Glyma.12G214000	Q
Glyma.13G035600	R
Glyma.13G035600	Q
Glyma.04G245900	R
Glyma.04G245900	Q
Glyma.06G128200	R
Glyma.06G128200	Q
Glyma.12G029800	R
Glyma.12G029800	Q
Glyma.03G096500	R
Glyma.03G096500	Q
Glyma.03G187900	R
Glyma.03G187900	Q
Glyma.02G268200	R
Glyma.02G268200	Q
Glyma.15G240600	R
Glyma.15G240600	Q
Glyma.06G128100	R
Glyma.06G128100	Q
Glyma.16G128700	R
Glyma.16G128700	Q
Glyma.20G141200	R
Glyma.20G141200	Q
Glyma.07G119700	R
Glyma.07G119700	Q
Glyma.04G227900	R
Glyma.04G227900	Q
Glyma.14G128400	R
Glyma.14G128400	Q
Glyma.18G164100	R
Glyma.18G164100	Q
Glyma.11G202600	R
Glyma.11G202600	Q
Glyma.08G307000	R
Glyma.08G307000	Q
Glyma.10G063000	R
Glyma.10G063000	Q
Glyma.01G068200	R
Glyma.01G068200	Q
Glyma.10G010700	R
Glyma.10G010700	Q
Glyma.05G088100	R
Glyma.05G088100	Q
Glyma.07G135000	R
Glyma.07G135000	Q
Glyma.03G057100	R
Glyma.03G057100	Q
Glyma.08G201400	R
Glyma.08G201400	Q
Glyma.18G184900	R
Glyma.18G184900	Q
Glyma.17G037300	R
Glyma.17G037300	Q
Glyma.17G025000	R
Glyma.17G025000	Q
Glyma.13G263800	R
Glyma.13G263800	Q
Glyma.10G036100	R
Glyma.10G036100	Q
Glyma.02G268000	R
Glyma.02G268000	Q
Glyma.18G184800	R
Glyma.18G184800	Q
Glyma.07G129000	R
Glyma.07G129000	Q
Glyma.09G259600	R
Glyma.09G259600	Q
Glyma.19G034000	R
Glyma.19G034000	Q
Glyma.18G061300	R
Glyma.18G061300	Q
Glyma.05G137500	R
Glyma.05G137500	Q
Glyma.08G085400	R
Glyma.08G085400	Q
Glyma.16G077900	R
Glyma.16G077900	Q
Glyma.19G218700	R
Glyma.19G218700	Q
Glyma.04G070600	R
Glyma.04G070600	Q
Glyma.13G259400	R
Glyma.13G259400	Q
Glyma.17G108400	R
Glyma.17G108400	Q
Glyma.16G200800	R
Glyma.16G200800	Q
Glyma.06G155000	R
Glyma.06G155000	Q
Glyma.10G092800	R
Glyma.10G092800	Q
Glyma.18G273200	R
Glyma.18G273200	Q
Glyma.09G227900	R
Glyma.09G227900	Q
Glyma.13G036200	R
Glyma.13G036200	Q
Glyma.06G072600	R
Glyma.06G072600	Q
Glyma.07G264200	R
Glyma.07G264200	Q
Glyma.03G131200	R
Glyma.03G131200	Q
Glyma.16G017500	R
Glyma.16G017500	Q
Glyma.03G019800	R
Glyma.03G019800	Q
Glyma.04G070500	R
Glyma.04G070500	Q
Glyma.04G071000	R
Glyma.04G071000	Q
Glyma.10G007700	R
Glyma.10G007700	Q
Glyma.13G121700	R
Glyma.13G121700	Q
Glyma.11G172500	R
Glyma.11G172500	Q
Glyma.04G244200	R
Glyma.04G244200	Q
Glyma.13G048200	R
Glyma.13G048200	Q
Glyma.01G008400	R
Glyma.01G008400	Q
Glyma.17G145200	R
Glyma.17G145200	Q
Glyma.19G188100	R
Glyma.19G188100	Q
Glyma.17G169100	R
Glyma.17G169100	Q
Glyma.11G027700	R
Glyma.11G027700	Q
Glyma.10G007500	R
Glyma.10G007500	Q
Glyma.01G056100	R
Glyma.01G056100	Q
Glyma.04G170500	R
Glyma.04G170500	Q
Glyma.01G214200	R
Glyma.01G214200	Q
Glyma.12G235300	R
Glyma.12G235300	Q
Glyma.13G361700	R
Glyma.13G361700	Q
Glyma.18G026500	R
Glyma.18G026500	Q
Glyma.05G094600	R
Glyma.05G094600	Q
Glyma.11G089300	R
Glyma.11G089300	Q
Glyma.07G208900	R
Glyma.07G208900	Q
Glyma.03G009600	R
Glyma.03G009600	Q
Glyma.13G259500	R
Glyma.13G259500	Q
Glyma.07G081700	R
Glyma.07G081700	Q
Glyma.16G111300	R
Glyma.16G111300	Q
Glyma.15G205100	R
Glyma.15G205100	Q
Glyma.07G179900	R
Glyma.07G179900	Q
Glyma.20G153400	R
Glyma.20G153400	Q
Glyma.03G261600	R
Glyma.03G261600	Q
Glyma.12G235100	R
Glyma.12G235100	Q
Glyma.16G197700	R
Glyma.16G197700	Q
Glyma.13G048500	R
Glyma.13G048500	Q
Glyma.13G048100	R
Glyma.13G048100	Q
Glyma.15G012100	R
Glyma.15G012100	Q
Glyma.03G221600	R
Glyma.03G221600	Q
Glyma.14G049000	R
Glyma.14G049000	Q
Glyma.06G110600	R
Glyma.06G110600	Q
Glyma.08G149800	R
Glyma.08G149800	Q
Glyma.08G351932	R
Glyma.08G351932	Q
Glyma.13G082300	R
Glyma.13G082300	Q
Glyma.08G208300	R
Glyma.08G208300	Q
Glyma.07G176800	R
Glyma.07G176800	Q
Glyma.20G010900	R
Glyma.20G010900	Q
Glyma.09G144800	R
Glyma.09G144800	Q
Glyma.15G112700	R
Glyma.15G112700	Q
Glyma.15G093900	R
Glyma.15G093900	Q
Glyma.07G168500	R
Glyma.07G168500	Q
Glyma.05G222400	R
Glyma.05G222400	Q
Glyma.14G049500	R
Glyma.14G049500	Q
Glyma.09G243500	R
Glyma.09G243500	Q
Glyma.11G035300	R
Glyma.11G035300	Q
Glyma.05G137800	R
Glyma.05G137800	Q
Glyma.02G010100	R
Glyma.02G010100	Q
Glyma.05G130600	R
Glyma.05G130600	Q
Glyma.08G092800	R
Glyma.08G092800	Q
Glyma.10G123000	R
Glyma.10G123000	Q
Glyma.07G176600	R
Glyma.07G176600	Q
Glyma.13G288000	R
Glyma.13G288000	Q
Glyma.06G117200	R
Glyma.06G117200	Q
Glyma.07G015900	R
Glyma.07G015900	Q
Glyma.05G062400	R
Glyma.05G062400	Q
Glyma.08G050400	R
Glyma.08G050400	Q
Glyma.14G048900	R
Glyma.14G048900	Q
Glyma.19G062800	R
Glyma.19G062800	Q
Glyma.15G257600	R
Glyma.15G257600	Q
Glyma.15G252100	R
Glyma.15G252100	Q
Glyma.12G239400	R
Glyma.12G239400	Q
Glyma.11G230800	R
Glyma.11G230800	Q
Glyma.19G133200	R
Glyma.19G133200	Q
Glyma.09G144700	R
Glyma.09G144700	Q
Glyma.07G236100	R
Glyma.07G236100	Q
Glyma.13G287600	R
Glyma.13G287600	Q
Glyma.08G070000	R
Glyma.08G070000	Q
Glyma.13G222100	R
Glyma.13G222100	Q
Glyma.14G058700	R
Glyma.14G058700	Q
Glyma.12G213700	R
Glyma.12G213700	Q
Glyma.15G154100	R
Glyma.15G154100	Q
Glyma.09G032200	R
Glyma.09G032200	Q
Glyma.08G351866	R
Glyma.08G351866	Q
Glyma.20G009300	R
Glyma.20G009300	Q
Glyma.02G136300	R
Glyma.02G136300	Q
Glyma.11G003200	R
Glyma.11G003200	Q
Glyma.15G257300	R
Glyma.15G257300	Q
Glyma.07G033800	R
Glyma.07G033800	Q
Glyma.08G351800	R
Glyma.08G351800	Q
Glyma.07G048600	R
Glyma.07G048600	Q
Glyma.01G137100	R
Glyma.01G137100	Q
Glyma.17G205300	R
Glyma.17G205300	Q
Glyma.04G008567	R
Glyma.04G008567	Q
Glyma.02G124900	R
Glyma.02G124900	Q
Glyma.01G025500	R
Glyma.01G025500	Q
Glyma.18G111000	R
Glyma.18G111000	Q
Glyma.07G150900	R
Glyma.07G150900	Q
Glyma.13G218200	R
Glyma.13G218200	Q
Glyma.08G169100	R
Glyma.08G169100	Q
Glyma.07G033700	R
Glyma.07G033700	Q
Glyma.09G145400	R
Glyma.09G145400	Q
Glyma.17G178300	R
Glyma.17G178300	Q
Glyma.08G208500	R
Glyma.08G208500	Q
Glyma.01G155500	R
Glyma.01G155500	Q
Glyma.07G124400	R
Glyma.07G124400	Q
Glyma.04G211100	R
Glyma.04G211100	Q
Glyma.01G166200	R
Glyma.01G166200	Q
Glyma.19G133300	R
Glyma.19G133300	Q
Glyma.14G157400	R
Glyma.14G157400	Q
Glyma.04G008633	R
Glyma.04G008633	Q
Glyma.02G210800	R
Glyma.02G210800	Q
Glyma.08G169900	R
Glyma.08G169900	Q
Glyma.09G145200	R
Glyma.09G145200	Q
Glyma.05G081600	R
Glyma.05G081600	Q
Glyma.08G029200	R
Glyma.08G029200	Q
Glyma.13G052800	R
Glyma.13G052800	Q
Glyma.18G048300	R
Glyma.18G048300	Q
Glyma.13G147600	R
Glyma.13G147600	Q
Glyma.19G062600	R
Glyma.19G062600	Q
Glyma.17G009800	R
Glyma.17G009800	Q
Glyma.09G149200	R
Glyma.09G149200	Q
Glyma.03G104300	R
Glyma.03G104300	Q
Glyma.15G090100	R
Glyma.15G090100	Q
Glyma.08G169300	R
Glyma.08G169300	Q
Glyma.06G137000	R
Glyma.06G137000	Q
Glyma.11G104800	R
Glyma.11G104800	Q
Glyma.19G133400	R
Glyma.19G133400	Q
Glyma.15G257500	R
Glyma.15G257500	Q
Glyma.02G136000	R
Glyma.02G136000	Q
Glyma.07G033600	R
Glyma.07G033600	Q
Glyma.14G178500	R
Glyma.14G178500	Q
Glyma.02G135900	R
Glyma.02G135900	Q
Glyma.02G125100	R
Glyma.02G125100	Q
Glyma.02G136200	R
Glyma.02G136200	Q
Glyma.01G155400	R
Glyma.01G155400	Q
Glyma.09G046400	R
Glyma.09G046400	Q
Glyma.09G008400	R
Glyma.09G008400	Q
Glyma.16G072000	R
Glyma.16G072000	Q
Glyma.02G257900	R
Glyma.02G257900	Q
Glyma.02G136100	R
Glyma.02G136100	Q
Glyma.02G048600	R
Glyma.02G048600	Q
Glyma.02G124700	R
Glyma.02G124700	Q
Glyma.02G257700	R
Glyma.02G257700	Q
Glyma.14G178600	R
Glyma.14G178600	Q
Glyma.02G048400	R
Glyma.02G048400	Q
Glyma.12G008700	R
Glyma.12G008700	Q
Glyma.19G205700	A
Glyma.03G208500	A
Glyma.07G237900	A
Glyma.02G152000	A
Glyma.10G022200	A
Glyma.17G035500	A
Glyma.08G145400	K
Glyma.10G282400	K
Glyma.20G107100	K
Glyma.05G187000	K
Glyma.13G112100	A
Glyma.13G112100	J
Glyma.15G106900	A
Glyma.15G106900	J
Glyma.12G057300	A
Glyma.12G057300	J
Glyma.13G340200	A
Glyma.13G340200	J
Glyma.02G134400	A
Glyma.02G134400	J
Glyma.03G220900	J
Glyma.15G249900	J
Glyma.06G077900	A
Glyma.06G077900	J
Glyma.07G259500	J
Glyma.11G133200	A
Glyma.11G133200	J
Glyma.17G047600	A
Glyma.17G047600	J
Glyma.04G076700	A
Glyma.04G076700	J
Glyma.03G118800	A
Glyma.03G118800	J
Glyma.17G014800	A
Glyma.17G014800	J
Glyma.19G122900	A
Glyma.19G122900	J
Glyma.04G037100	A
Glyma.04G037100	J
Glyma.17G244800	A
Glyma.17G244800	J
Glyma.03G143400	A
Glyma.03G143400	J
Glyma.11G126400	J
Glyma.12G051000	A
Glyma.12G051000	J
Glyma.16G010100	A
Glyma.16G010100	J
Glyma.08G176400	J
Glyma.07G041500	A
Glyma.07G041500	J
Glyma.14G080600	A
Glyma.14G080600	J
Glyma.02G275400	J
Glyma.19G217900	J
Glyma.07G210800	A
Glyma.07G210800	J
Glyma.07G050000	R
Glyma.04G014300	R
Glyma.07G050700	R
Glyma.16G019500	R
Glyma.04G229600	R
Glyma.04G100600	R
Glyma.16G015300	R
Glyma.06G102400	R
Glyma.14G174600	R
Glyma.16G018600	R
Glyma.17G232500	R
Glyma.13G089800	R
Glyma.06G014300	R
Glyma.06G135100	R
Glyma.07G046900	R
Glyma.09G234200	R
Glyma.01G146900	A
Glyma.10G112900	A
Glyma.02G159500	A
Glyma.10G255700	A
Glyma.17G233000	A
Glyma.14G089078	A
Glyma.20G135800	A
Glyma.11G102600	K
Glyma.12G028100	K
Glyma.11G103100	K
Glyma.07G202300	Q
Glyma.05G021900	Q
Glyma.05G233200	Q
Glyma.10G202400	Q
Glyma.09G186000	Q
Glyma.07G052300	Q
Glyma.20G041700	Q
Glyma.17G255900	Q
Glyma.13G371400	Q
Glyma.01G179400	Q
Glyma.16G089700	Q
Glyma.02G298600	Q
Glyma.10G203500	Q
Glyma.01G179500	Q
Glyma.08G327200	Q
Glyma.12G067100	Q
Glyma.03G031000	Q
Glyma.17G209100	Q
Glyma.09G142200	Q
Glyma.19G015000	Q
Glyma.16G021200	Q
Glyma.08G327300	Q
Glyma.01G179700	Q
Glyma.11G197300	Q
Glyma.19G144600	Q
Glyma.13G173401	Q
Glyma.19G015300	Q
Glyma.19G014700	Q
Glyma.07G267100	Q
Glyma.17G125300	Q
Glyma.07G089900	Q
Glyma.03G189900	Q
Glyma.11G197400	Q
Glyma.07G258800	Q
Glyma.16G089900	Q
Glyma.01G135200	Q
Glyma.08G089400	Q
Glyma.15G050300	Q
Glyma.17G007200	Q
Glyma.19G258700	Q
Glyma.06G035400	Q
Glyma.06G035300	Q
Glyma.14G015100	Q
Glyma.19G014800	Q
Glyma.12G239100	Q
Glyma.09G049300	Q
Glyma.19G014600	Q
Glyma.06G202300	Q
Glyma.07G220400	Q
Glyma.03G030900	Q
Glyma.07G220300	Q
Glyma.20G065000	Q
Glyma.01G179600	Q
Glyma.15G002200	Q
Glyma.02G298800	Q
Glyma.17G134200	Q
Glyma.15G156100	Q
Glyma.14G117200	Q
Glyma.20G018900	Q
Glyma.20G189600	Q
Glyma.06G176100	Q
Glyma.19G015200	Q
Glyma.03G021200	Q
Glyma.07G039800	Q
Glyma.13G265300	Q
Glyma.11G168428	Q
Glyma.03G030800	Q
Glyma.18G080200	Q
Glyma.06G035200	Q
Glyma.08G140600	Q
Glyma.10G116000	Q
Glyma.01G169200	Q
Glyma.01G061100	Q
Glyma.20G007000	Q
Glyma.09G215600	Q
Glyma.20G018800	Q
Glyma.09G048900	Q
Glyma.13G173500	Q
Glyma.11G060200	Q
Glyma.02G078800	Q
Glyma.20G147900	Q
Glyma.15G203500	Q
Glyma.20G065100	Q
Glyma.01G181800	Q
Glyma.10G115400	Q
Glyma.10G200800	Q
Glyma.05G042600	Q
Glyma.09G049200	Q
Glyma.02G119600	Q
Glyma.07G220500	Q
Glyma.17G077700	Q
Glyma.09G048700	Q
Glyma.11G060100	Q
Glyma.12G013700	Q
Glyma.08G109900	Q
Glyma.18G223100	Q
Glyma.04G035500	Q
Glyma.11G062500	Q
Glyma.13G072100	Q
Glyma.05G147100	Q
Glyma.03G030100	Q
Glyma.18G080400	Q
Glyma.16G195500	Q
Glyma.11G062600	Q
Glyma.13G181900	Q
Glyma.18G222900	Q
Glyma.13G051600	Q
Glyma.20G188000	Q
Glyma.05G022100	Q
Glyma.02G236500	Q
Glyma.07G159800	Q
Glyma.05G021800	Q
Glyma.19G240800	Q
Glyma.18G052200	Q
Glyma.10G296400	Q
Glyma.20G114200	Q
Glyma.10G115500	Q
Glyma.12G067000	Q
Glyma.20G018600	Q
Glyma.08G326900	Q
Glyma.07G083000	Q
Glyma.02G156100	Q
Glyma.11G093100	Q
Glyma.14G205200	Q
Glyma.11G074100	Q
Glyma.07G218200	Q
Glyma.11G108300	Q
Glyma.13G068800	Q
Glyma.01G181900	Q
Glyma.02G235300	Q
Glyma.12G160400	Q
Glyma.20G007100	Q
Glyma.10G116200	Q
Glyma.09G048800	Q
Glyma.08G104100	Q
Glyma.08G327100	Q
Glyma.13G285300	Q
Glyma.17G080500	Q
Glyma.17G015400	Q
Glyma.16G090000	Q
Glyma.05G019200	Q
Glyma.09G279100	Q
Glyma.10G114600	Q
Glyma.20G148000	Q
Glyma.11G250200	Q
Glyma.13G068500	Q
Glyma.08G350800	Q
Glyma.18G080300	Q
Glyma.10G115300	Q
Glyma.16G131200	Q
Glyma.13G262000	Q
Glyma.13G262000	I
Glyma.08G125000	Q
Glyma.08G125000	I
Glyma.11G228900	Q
Glyma.11G228900	I
Glyma.13G262100	Q
Glyma.13G262100	I
Glyma.04G030100	Q
Glyma.04G030100	I
Glyma.01G216900	Q
Glyma.01G216900	I
Glyma.07G069500	Q
Glyma.07G069500	I
Glyma.08G243600	Q
Glyma.08G243600	I
Glyma.16G182600	Q
Glyma.16G182600	I
Glyma.11G073300	Q
Glyma.11G073300	I
Glyma.08G026900	Q
Glyma.08G026900	I
Glyma.11G175900	Q
Glyma.11G175900	I
Glyma.10G234700	Q
Glyma.10G234700	I
Glyma.05G010200	Q
Glyma.05G010200	I
Glyma.19G057300	Q
Glyma.19G057300	I
Glyma.18G028300	Q
Glyma.18G028300	I
Glyma.13G261700	Q
Glyma.13G261700	I
Glyma.05G220500	Q
Glyma.05G220500	I
Glyma.06G310800	Q
Glyma.06G310800	I
Glyma.02G287300	Q
Glyma.02G287300	I
Glyma.09G117400	Q
Glyma.09G117400	I
Glyma.06G215200	Q
Glyma.06G215200	I
Glyma.11G067700	Q
Glyma.11G067700	I
Glyma.16G109300	Q
Glyma.16G109300	I
Glyma.14G082900	Q
Glyma.14G082900	I
Glyma.07G212700	Q
Glyma.07G212700	I
Glyma.17G242200	Q
Glyma.17G242200	I
Glyma.15G095000	Q
Glyma.15G095000	I
Glyma.15G245100	Q
Glyma.15G245100	I
Glyma.08G125100	Q
Glyma.08G125100	I
Glyma.09G218600	Q
Glyma.09G218600	I
Glyma.09G252800	Q
Glyma.09G252800	I
Glyma.07G010700	Q
Glyma.07G010700	I
Glyma.16G210300	Q
Glyma.16G210300	I
Glyma.02G083000	Q
Glyma.02G083000	I
Glyma.09G160900	Q
Glyma.09G160900	I
Glyma.10G234600	Q
Glyma.10G234600	I
Glyma.09G137600	Q
Glyma.09G137600	I
Glyma.11G122700	Q
Glyma.11G122700	I
Glyma.02G120700	Q
Glyma.02G120700	I
Glyma.13G277100	Q
Glyma.13G277100	I
Glyma.11G016200	Q
Glyma.11G016200	I
Glyma.15G243400	Q
Glyma.15G243400	I
Glyma.08G238100	Q
Glyma.08G238100	I
Glyma.15G245300	Q
Glyma.15G245300	I
Glyma.13G120500	Q
Glyma.13G120500	I
Glyma.19G090800	Q
Glyma.19G090800	I
Glyma.03G160300	Q
Glyma.03G160300	I
Glyma.19G162100	Q
Glyma.19G162100	I
Glyma.02G132200	Q
Glyma.02G132200	I
Glyma.02G051600	Q
Glyma.02G051600	I
Glyma.12G087200	Q
Glyma.12G087200	I
Glyma.16G133800	Q
Glyma.16G133800	I
Glyma.01G199800	Q
Glyma.01G199800	I
Glyma.02G057500	Q
Glyma.02G057500	I
Glyma.02G083200	Q
Glyma.02G083200	I
Glyma.08G365000	Q
Glyma.08G365000	I
Glyma.20G002700	Q
Glyma.20G002700	I
Glyma.14G192500	Q
Glyma.14G192500	I
Glyma.15G243300	Q
Glyma.15G243300	I
Glyma.11G026200	Q
Glyma.11G026200	I
Glyma.03G122300	Q
Glyma.03G122300	I
Glyma.03G008100	Q
Glyma.03G008100	I
Glyma.03G020400	Q
Glyma.03G020400	I
Glyma.17G249400	Q
Glyma.17G249400	I
Glyma.08G250000	Q
Glyma.08G250000	I
Glyma.07G083300	Q
Glyma.07G083300	I
Glyma.13G052900	Q
Glyma.13G052900	I
Glyma.03G160100	Q
Glyma.03G160100	I
Glyma.06G140000	Q
Glyma.06G140000	I
Glyma.01G112400	Q
Glyma.01G112400	I
Glyma.03G021600	Q
Glyma.03G021600	I
Glyma.02G290000	Q
Glyma.02G290000	I
Glyma.05G051900	Q
Glyma.05G051900	I
Glyma.16G076600	Q
Glyma.16G076600	I
Glyma.05G208900	Q
Glyma.05G208900	I
Glyma.05G208981	Q
Glyma.05G208981	I
Glyma.14G059900	Q
Glyma.14G059900	I
Glyma.11G185700	Q
Glyma.11G185700	I
Glyma.05G003000	Q
Glyma.05G003000	I
Glyma.02G256800	Q
Glyma.02G256800	I
Glyma.03G226800	Q
Glyma.03G226800	I
Glyma.19G033900	Q
Glyma.19G033900	I
Glyma.18G297200	Q
Glyma.18G297200	I
Glyma.18G272300	Q
Glyma.18G272300	I
Glyma.06G238500	Q
Glyma.06G238500	I
Glyma.05G170400	Q
Glyma.05G170400	I
Glyma.18G239900	Q
Glyma.18G239900	I
Glyma.16G168600	Q
Glyma.16G168600	I
Glyma.01G175500	Q
Glyma.01G175500	I
Glyma.13G147500	Q
Glyma.13G147500	I
Glyma.18G049500	Q
Glyma.18G049500	I
Glyma.13G046400	Q
Glyma.13G046400	I
Glyma.20G159600	Q
Glyma.20G159600	I
Glyma.18G218600	Q
Glyma.18G218600	I
Glyma.09G029400	Q
Glyma.09G029400	I
Glyma.05G003200	Q
Glyma.05G003200	I
Glyma.18G218500	Q
Glyma.18G218500	I
Glyma.15G244250	Q
Glyma.15G244250	I
Glyma.13G217400	Q
Glyma.13G217400	I
Glyma.03G160200	Q
Glyma.03G160200	I
Glyma.03G077600	Q
Glyma.03G077600	I
Glyma.20G159700	Q
Glyma.20G159700	I
Glyma.07G043300	Q
Glyma.07G043300	I
Glyma.01G153300	Q
Glyma.01G153300	I
Glyma.17G133900	Q
Glyma.17G133900	I
Glyma.06G227300	Q
Glyma.06G227300	I
Glyma.10G062900	Q
Glyma.10G062900	I
Glyma.08G193900	Q
Glyma.08G193900	I
Glyma.18G052400	Q
Glyma.18G052400	I
Glyma.16G068100	Q
Glyma.16G068100	I
Glyma.03G077800	Q
Glyma.03G077800	I
Glyma.03G193500	Q
Glyma.03G193500	I
Glyma.05G166900	Q
Glyma.05G166900	I
Glyma.17G118100	Q
Glyma.17G118100	I
Glyma.16G168900	Q
Glyma.16G168900	I
Glyma.11G100100	Q
Glyma.11G100100	I
Glyma.05G003100	Q
Glyma.05G003100	I
Glyma.19G003400	Q
Glyma.19G003400	I
Glyma.09G282700	Q
Glyma.09G282700	I
Glyma.01G170000	Q
Glyma.01G170000	I
Glyma.19G003600	Q
Glyma.19G003600	I
Glyma.07G118200	Q
Glyma.07G118200	I
Glyma.16G057100	Q
Glyma.16G057100	I
Glyma.15G135200	Q
Glyma.15G135200	I
Glyma.07G083200	Q
Glyma.07G083200	I
Glyma.13G152202	Q
Glyma.13G152202	I
Glyma.09G282900	Q
Glyma.09G282900	I
Glyma.20G004700	Q
Glyma.20G004700	I
Glyma.14G096900	Q
Glyma.17G227500	Q
Glyma.04G052100	Q
Glyma.06G052700	Q
Glyma.07G259400	Z
Glyma.17G014900	Z
Glyma.19G227100	U
Glyma.18G178500	U
Glyma.12G040400	U
Glyma.13G137700	U
Glyma.U031128	U
Glyma.19G227200	U
Glyma.18G178300	U
Glyma.11G114500	U
Glyma.02G226800	T
Glyma.04G036000	O
Glyma.13G190200	O
Glyma.05G230600	O
Glyma.13G190900	O
Glyma.13G261900	O
Glyma.13G195700	O
Glyma.08G038100	O
Glyma.06G036100	O
Glyma.17G044300	E
Glyma.13G115500	E
Glyma.02G299000	O
Glyma.14G014800	O
Glyma.04G077400	O
Glyma.06G078500	O
Glyma.06G171200	O
Glyma.04G194700	O
Glyma.20G109600	O
Glyma.10G279900	O
Glyma.02G013600	O
Glyma.10G014300	O
Glyma.10G295600	O
Glyma.20G245500	O
Glyma.01G124900	O
Glyma.03G049700	O
Glyma.07G155700	O
Glyma.18G206200	O
Glyma.08G286200	O
Glyma.18G138900	O
Glyma.14G152900	O
Glyma.13G031200	O
Glyma.04G249300	O
Glyma.01G105500	O
Glyma.08G167600	O
Glyma.15G260000	O
Glyma.03G073300	O
Glyma.06G254200	O
Glyma.12G147200	O
Glyma.16G126200	O
Glyma.02G046400	O
Glyma.05G079000	O
Glyma.19G072100	O
Glyma.19G242200	O
Glyma.03G244700	O
Glyma.18G278900	E
Glyma.19G042900	E
Glyma.08G255900	E
Glyma.19G043000	E
Glyma.13G049700	E
Glyma.02G200300	J
Glyma.07G219500	J
Glyma.20G017700	J
Glyma.10G076400	J
Glyma.07G261500	E
Glyma.15G108700	E
Glyma.09G004400	E
Glyma.02G014000	O
Glyma.13G357700	O
Glyma.12G067700	O
Glyma.12G172800	O
Glyma.13G326200	O
Glyma.04G247900	O
Glyma.13G077300	O
Glyma.14G152000	O
Glyma.15G015700	O
Glyma.11G146800	O
Glyma.06G114800	O
Glyma.06G114700	O
Glyma.03G232000	O
Glyma.14G050600	O
Glyma.10G014700	O
Glyma.02G266900	O
Glyma.19G229000	O
Glyma.14G196600	T
Glyma.08G126000	T
Glyma.01G217100	T
Glyma.07G101600	T
Glyma.19G009500	T
Glyma.13G169300	T
Glyma.16G027300	T
Glyma.15G202000	T
Glyma.10G226300	T
Glyma.10G284400	T
Glyma.05G220200	T
Glyma.04G188200	T
Glyma.07G264700	T
Glyma.17G065700	T
Glyma.02G288300	T
Glyma.01G236100	T
Glyma.07G228000	T
Glyma.08G026500	T
Glyma.05G036600	T
Glyma.03G036000	T
Glyma.11G018800	T
Glyma.15G074900	T
Glyma.02G165800	T
Glyma.04G181500	T
Glyma.09G035400	T
Glyma.16G022600	T
Glyma.10G159200	T
Glyma.19G191600	T
Glyma.15G261200	T
Glyma.13G223400	T
Glyma.20G197800	T
Glyma.14G182700	T
Glyma.08G237150	T
Glyma.05G037200	T
Glyma.20G031300	T
Glyma.13G179000	T
