KOG	Genes
KOG1671	Glyma.02G066400
KOG1671	Glyma.02G066500
KOG1779	Glyma.02G067300
KOG1779	Glyma.02G067400
KOG2839	Glyma.02G067500
KOG2922	Glyma.02G068000
KOG0331	Glyma.02G068300
KOG1603	Glyma.02G068700
KOG0657	Glyma.02G068800
KOG0810	Glyma.02G069700
KOG0223	Glyma.02G069800
KOG1385	Glyma.02G069900
KOG1612	Glyma.02G070100
KOG3430	Glyma.02G070300
KOG2150	Glyma.02G071300
KOG1901	Glyma.02G072000
KOG2640	Glyma.02G072600
KOG1669	Glyma.02G072700
KOG2619	Glyma.02G073200
KOG0223	Glyma.02G073600
KOG0223	Glyma.02G073700
KOG1601	Glyma.02G073900
KOG2937	Glyma.02G074100
KOG0637	Glyma.02G075000
KOG0637	Glyma.02G075100
KOG1347	Glyma.02G075300
KOG1187	Glyma.02G075600
KOG2027	Glyma.02G075900
KOG3347	Glyma.02G076000
KOG1187	Glyma.02G076100
KOG1944	Glyma.02G076200
KOG2741	Glyma.02G076500
KOG3591	Glyma.02G076600
KOG3158	Glyma.02G077100
KOG0123	Glyma.02G077400
KOG3311	Glyma.02G078000
KOG0331	Glyma.02G078100
KOG2686	Glyma.02G078500
KOG1208	Glyma.02G078600
KOG0565	Glyma.02G078700
KOG0156	Glyma.02G078800
KOG3311	Glyma.02G079000
KOG1441	Glyma.02G079100
KOG1311	Glyma.02G079900
KOG3442	Glyma.02G080100
KOG1190	Glyma.02G080500
KOG4206	Glyma.02G080500
KOG0106	Glyma.02G080500
KOG1638	Glyma.02G081100
KOG1638	Glyma.02G081200
KOG2502	Glyma.02G081800
KOG4282	Glyma.02G082000
KOG4282	Glyma.02G082100
KOG3460	Glyma.02G082300
KOG4473	Glyma.02G082500
KOG3032	Glyma.02G082600
KOG0157	Glyma.02G083000
KOG0157	Glyma.02G083200
KOG1427	Glyma.02G084100
KOG0768	Glyma.02G084300
KOG4198	Glyma.02G084500
KOG2839	Glyma.02G084600
KOG4412	Glyma.02G084900
KOG0877	Glyma.02G085300
KOG0446	Glyma.02G085700
KOG1471	Glyma.02G086000
KOG0869	Glyma.02G087200
KOG0876	Glyma.02G087700
KOG4073	Glyma.02G087800
KOG0053	Glyma.02G087900
KOG1623	Glyma.02G088400
KOG1187	Glyma.02G088700
KOG0211	Glyma.02G089000
KOG3030	Glyma.02G089100
KOG1347	Glyma.02G089900
KOG1347	Glyma.02G090000
KOG1347	Glyma.02G090100
KOG1271	Glyma.02G090500
KOG2767	Glyma.02G090800
KOG0840	Glyma.02G091200
KOG1603	Glyma.02G091400
KOG2977	Glyma.02G091700
KOG2549	Glyma.02G092400
KOG0367	Glyma.02G093000
KOG0533	Glyma.02G093700
KOG0484	Glyma.02G093900
KOG0078	Glyma.02G094100
KOG0223	Glyma.02G094700
KOG1751	Glyma.02G095000
KOG1718	Glyma.02G095100
KOG1485	Glyma.02G095400
KOG0236	Glyma.02G095500
KOG3428	Glyma.02G096000
KOG1752	Glyma.02G096300
KOG1560	Glyma.02G097300
KOG1187	Glyma.02G097400
KOG4532	Glyma.02G097500
KOG4711	Glyma.02G097700
KOG1339	Glyma.02G098000
KOG2738	Glyma.02G099300
KOG0594	Glyma.02G100000
KOG1187	Glyma.02G100300
KOG1187	Glyma.02G100400
KOG4579	Glyma.02G100500
KOG2990	Glyma.02G100900
KOG1619	Glyma.02G101300
KOG0978	Glyma.02G101800
KOG4593	Glyma.02G101800
KOG0910	Glyma.02G102400
KOG1187	Glyma.02G102600
KOG1663	Glyma.02G103500
KOG1753	Glyma.02G103600
KOG1609	Glyma.02G103800
KOG0123	Glyma.02G103900
KOG1192	Glyma.02G104500
KOG1192	Glyma.02G104700
KOG1192	Glyma.02G104800
KOG0881	Glyma.02G105500
KOG0880	Glyma.02G105500
KOG0884	Glyma.02G105500
KOG1725	Glyma.02G105800
KOG3329	Glyma.02G106000
KOG0769	Glyma.02G106100
KOG4232	Glyma.02G106300
KOG2167	Glyma.02G106500
KOG4557	Glyma.02G106600
KOG0874	Glyma.02G106700
KOG1790	Glyma.02G107100
KOG1844	Glyma.02G107600
KOG1386	Glyma.02G107700
KOG1385	Glyma.02G107700
KOG1642	Glyma.02G107900
KOG1642	Glyma.02G108000
KOG2287	Glyma.02G108100
KOG1238	Glyma.02G108400
KOG0027	Glyma.02G108700
KOG0048	Glyma.02G108800
KOG4300	Glyma.02G109300
KOG4076	Glyma.02G109400
KOG3292	Glyma.02G109700
KOG4246	Glyma.02G109900
KOG0048	Glyma.02G110000
KOG0048	Glyma.02G110100
KOG0048	Glyma.02G110200
KOG4520	Glyma.02G110700
KOG1691	Glyma.02G111000
KOG1666	Glyma.02G111400
KOG3047	Glyma.02G111700
KOG1311	Glyma.02G111800
KOG1004	Glyma.02G112000
KOG3271	Glyma.02G112400
KOG1036	Glyma.02G112500
KOG1407	Glyma.02G112500
KOG2861	Glyma.02G112800
KOG0795	Glyma.02G113000
KOG0795	Glyma.02G113100
KOG4698	Glyma.02G113200
KOG2633	Glyma.02G113700
KOG4412	Glyma.02G113900
KOG2971	Glyma.02G114000
KOG0617	Glyma.02G114800
KOG3065	Glyma.02G115100
KOG0841	Glyma.02G115900
KOG1454	Glyma.02G116200
KOG1378	Glyma.02G117000
KOG2662	Glyma.02G117100
KOG0156	Glyma.02G119600
KOG0576	Glyma.02G119700
KOG0431	Glyma.02G120000
KOG3147	Glyma.02G120200
KOG2855	Glyma.02G120300
KOG0157	Glyma.02G120700
KOG1187	Glyma.02G120800
KOG0014	Glyma.02G121500
KOG0014	Glyma.02G121600
KOG1187	Glyma.02G121900
KOG1187	Glyma.02G122000
KOG2182	Glyma.02G123000
KOG2183	Glyma.02G123000
KOG2381	Glyma.02G123700
KOG0254	Glyma.02G124100
KOG0048	Glyma.02G124300
KOG4498	Glyma.02G124600
KOG0143	Glyma.02G124700
KOG0143	Glyma.02G124900
KOG0143	Glyma.02G125100
KOG1003	Glyma.02G125400
KOG1558	Glyma.02G126000
KOG1607	Glyma.02G126800
KOG4203	Glyma.02G127400
KOG1187	Glyma.02G127800
KOG0788	Glyma.02G128000
KOG2877	Glyma.02G128300
KOG3197	Glyma.02G129200
KOG1187	Glyma.02G129300
KOG1018	Glyma.02G129800
KOG3277	Glyma.02G130100
KOG1162	Glyma.02G130200
KOG2764	Glyma.02G131600
KOG2619	Glyma.02G131900
KOG0157	Glyma.02G132200
KOG1607	Glyma.02G132400
KOG0027	Glyma.02G133000
KOG2993	Glyma.02G133400
KOG4169	Glyma.02G133500
KOG2521	Glyma.02G133600
KOG1515	Glyma.02G133800
KOG1515	Glyma.02G133900
KOG1515	Glyma.02G134000
KOG1515	Glyma.02G134100
KOG1515	Glyma.02G134200
KOG0148	Glyma.02G134400
KOG4766	Glyma.02G134500
KOG0032	Glyma.02G134600
KOG0546	Glyma.02G134800
KOG1855	Glyma.02G135300
KOG0583	Glyma.02G135500
KOG0198	Glyma.02G135500
KOG0580	Glyma.02G135500
KOG4280	Glyma.02G135700
KOG0143	Glyma.02G135900
KOG0143	Glyma.02G136000
KOG0143	Glyma.02G136100
KOG0143	Glyma.02G136200
KOG0143	Glyma.02G136300
KOG2101	Glyma.02G136800
KOG3118	Glyma.02G137100
KOG2315	Glyma.02G137200
KOG3384	Glyma.02G137600
KOG1032	Glyma.02G137700
KOG1208	Glyma.02G138300
KOG1252	Glyma.02G138400
KOG3040	Glyma.02G138700
KOG2763	Glyma.02G139600
KOG0131	Glyma.02G139900
KOG1543	Glyma.02G140000
KOG2190	Glyma.02G140200
KOG0223	Glyma.02G140500
KOG3465	Glyma.02G141101
KOG3142	Glyma.02G141400
KOG2660	Glyma.02G141500
KOG4569	Glyma.02G141900
KOG4569	Glyma.02G142100
KOG4569	Glyma.02G142200
KOG1947	Glyma.02G142300
KOG1757	Glyma.02G143200
KOG0682	Glyma.02G143600
KOG1540	Glyma.02G143700
KOG0027	Glyma.02G143800
KOG0698	Glyma.02G144500
KOG2322	Glyma.02G144700
KOG0589	Glyma.02G145000
KOG0978	Glyma.02G145200
KOG0963	Glyma.02G145200
KOG0565	Glyma.02G145600
KOG1708	Glyma.02G145800
KOG0265	Glyma.02G146800
KOG0316	Glyma.02G146800
KOG4759	Glyma.02G147000
KOG0513	Glyma.02G147100
KOG1909	Glyma.02G147200
KOG0448	Glyma.02G147400
KOG1339	Glyma.02G148200
KOG3033	Glyma.02G148300
KOG3033	Glyma.02G148400
KOG1384	Glyma.02G148600
KOG1651	Glyma.02G149100
KOG0255	Glyma.02G149300
KOG1987	Glyma.02G149600
KOG1571	Glyma.02G149800
KOG4176	Glyma.02G149900
KOG2690	Glyma.02G150000
KOG1893	Glyma.02G150200
KOG4172	Glyma.02G150400
KOG1187	Glyma.02G150600
KOG1187	Glyma.02G150700
KOG4747	Glyma.02G150800
KOG0617	Glyma.02G150900
KOG1515	Glyma.02G151100
KOG4412	Glyma.02G151200
KOG0374	Glyma.02G151400
KOG0379	Glyma.02G151400
KOG0310	Glyma.02G151500
KOG0144	Glyma.02G152000
KOG0753	Glyma.02G152100
KOG1034	Glyma.02G152200
KOG1320	Glyma.02G152400
KOG1947	Glyma.02G152800
KOG1752	Glyma.02G153000
KOG1752	Glyma.02G153100
KOG1752	Glyma.02G153200
KOG1677	Glyma.02G153600
KOG1677	Glyma.02G153700
KOG1485	Glyma.02G153800
KOG0867	Glyma.02G154300
KOG0867	Glyma.02G154400
KOG4117	Glyma.02G154700
KOG1978	Glyma.02G155200
KOG3482	Glyma.02G155300
KOG3448	Glyma.02G155300
KOG4771	Glyma.02G155400
KOG0626	Glyma.02G155800
KOG0156	Glyma.02G156100
KOG3216	Glyma.02G156700
KOG0725	Glyma.02G157200
KOG1502	Glyma.02G158700
KOG4523	Glyma.02G159000
KOG0029	Glyma.02G159100
KOG0725	Glyma.02G159200
KOG0150	Glyma.02G159500
KOG2261	Glyma.02G160100
KOG2176	Glyma.02G160300
KOG1603	Glyma.02G160500
KOG1303	Glyma.02G160900
KOG0907	Glyma.02G161200
KOG0698	Glyma.02G162300
KOG2953	Glyma.02G162500
KOG0061	Glyma.02G163200
KOG4295	Glyma.02G163200
KOG0032	Glyma.02G163300
KOG0945	Glyma.02G164100
KOG0266	Glyma.02G164700
KOG0340	Glyma.02G165400
KOG0192	Glyma.02G165800
KOG0984	Glyma.02G165800
KOG0581	Glyma.02G165800
KOG4730	Glyma.02G166300
KOG1515	Glyma.02G166800
KOG1121	Glyma.02G167100
KOG3350	Glyma.02G167800
KOG3291	Glyma.02G167900
KOG3400	Glyma.02G168300
KOG1221	Glyma.02G169100
KOG0371	Glyma.02G169200
KOG0620	Glyma.02G169700
KOG0242	Glyma.02G170500
KOG2936	Glyma.02G171100
KOG0483	Glyma.02G171300
KOG1187	Glyma.02G172200
KOG4208	Glyma.02G173000
KOG2611	Glyma.02G173300
KOG2729	Glyma.02G175400
KOG1187	Glyma.02G175500
KOG0087	Glyma.02G176000
KOG2607	Glyma.02G176900
KOG1187	Glyma.02G177000
KOG1994	Glyma.02G177100
KOG4675	Glyma.02G178800
KOG1303	Glyma.02G179100
KOG0014	Glyma.02G179300
KOG0719	Glyma.02G179900
KOG0032	Glyma.02G180100
KOG0198	Glyma.02G180100
KOG0583	Glyma.02G180100
KOG0595	Glyma.02G180100
KOG1505	Glyma.02G181300
KOG1021	Glyma.02G181500
KOG1347	Glyma.02G181800
KOG1187	Glyma.02G182200
KOG0707	Glyma.02G182400
KOG0032	Glyma.02G182900
KOG3183	Glyma.02G183100
KOG1187	Glyma.02G183500
KOG4658	Glyma.02G184300
KOG0404	Glyma.02G185300
KOG0014	Glyma.02G185500
KOG1597	Glyma.02G185900
KOG1192	Glyma.02G186000
KOG0581	Glyma.02G186300
KOG2711	Glyma.02G186600
KOG3101	Glyma.02G186700
KOG0406	Glyma.02G187200
KOG4214	Glyma.02G188700
KOG2788	Glyma.02G190700
KOG1294	Glyma.02G191100
KOG2525	Glyma.02G191500
KOG1432	Glyma.02G192200
KOG1493	Glyma.02G192300
KOG0311	Glyma.02G192300
KOG4780	Glyma.02G192500
KOG0032	Glyma.02G192700
KOG3192	Glyma.02G193000
KOG4680	Glyma.02G193900
KOG1493	Glyma.02G194400
KOG1561	Glyma.02G195000
KOG0810	Glyma.02G195300
KOG0810	Glyma.02G195400
KOG1187	Glyma.02G196000
KOG0773	Glyma.02G196500
KOG3163	Glyma.02G196900
KOG1187	Glyma.02G197000
KOG1051	Glyma.02G198000
KOG1339	Glyma.02G198200
KOG0852	Glyma.02G198400
KOG2577	Glyma.02G198700
KOG1726	Glyma.02G199000
KOG1726	Glyma.02G199100
KOG0896	Glyma.02G199700
KOG0187	Glyma.02G200300
KOG1043	Glyma.02G200700
KOG2273	Glyma.02G201400
KOG2553	Glyma.02G202300
KOG3113	Glyma.02G202400
KOG0583	Glyma.02G202900
KOG0323	Glyma.02G203000
KOG1870	Glyma.02G203500
KOG1187	Glyma.02G203600
KOG3271	Glyma.02G203700
KOG2597	Glyma.02G204000
KOG1773	Glyma.02G205102
KOG2120	Glyma.02G205200
KOG0401	Glyma.02G205500
KOG1187	Glyma.02G206300
KOG0472	Glyma.02G206300
KOG0748	Glyma.02G207000
KOG1187	Glyma.02G207400
KOG2110	Glyma.02G207500
KOG1339	Glyma.02G207600
KOG3269	Glyma.02G207700
KOG2383	Glyma.02G207800
KOG3197	Glyma.02G207900
KOG1371	Glyma.02G208000
KOG0583	Glyma.02G208500
KOG4281	Glyma.02G208600
KOG0841	Glyma.02G208700
KOG3057	Glyma.02G208900
KOG1287	Glyma.02G209400
KOG1493	Glyma.02G210600
KOG0143	Glyma.02G210800
KOG0715	Glyma.02G211200
KOG2835	Glyma.02G211300
KOG0032	Glyma.02G211400
KOG3385	Glyma.02G211500
KOG2551	Glyma.02G211600
KOG0756	Glyma.02G211700
KOG1947	Glyma.02G211800
KOG1187	Glyma.02G212000
KOG0656	Glyma.02G212400
KOG1339	Glyma.02G213000
KOG1865	Glyma.02G213400
KOG1578	Glyma.02G213700
KOG3246	Glyma.02G214100
KOG3463	Glyma.02G216100
KOG0014	Glyma.02G216600
KOG0583	Glyma.02G217300
KOG4754	Glyma.02G217600
KOG1493	Glyma.02G218200
KOG1347	Glyma.02G218400
KOG0637	Glyma.02G218600
KOG2711	Glyma.02G218700
KOG1650	Glyma.02G218800
KOG1530	Glyma.02G218900
KOG1187	Glyma.02G219800
KOG0857	Glyma.02G220000
KOG4696	Glyma.02G220600
KOG4573	Glyma.02G220700
KOG4207	Glyma.02G220800
KOG4639	Glyma.02G221100
KOG3098	Glyma.02G221600
KOG1187	Glyma.02G221900
KOG2338	Glyma.02G222200
KOG1603	Glyma.02G222600
KOG1603	Glyma.02G222700
KOG1267	Glyma.02G223000
KOG1187	Glyma.02G224001
KOG2532	Glyma.02G224001
KOG3467	Glyma.02G224100
KOG3328	Glyma.02G224300
KOG0645	Glyma.02G225400
KOG0279	Glyma.02G225400
KOG2934	Glyma.02G225500
KOG0048	Glyma.02G225700
KOG0126	Glyma.02G226100
KOG1602	Glyma.02G226200
KOG4328	Glyma.02G226300
KOG1397	Glyma.02G226500
KOG2855	Glyma.02G226600
KOG0169	Glyma.02G226800
KOG1051	Glyma.02G226900
KOG1595	Glyma.02G227000
KOG3286	Glyma.02G227600
KOG0698	Glyma.02G228200
KOG0198	Glyma.02G228300
KOG0234	Glyma.02G228700
KOG4361	Glyma.02G229300
KOG1187	Glyma.02G229500
KOG3387	Glyma.02G229800
KOG0192	Glyma.02G229900
KOG2823	Glyma.02G230100
KOG1502	Glyma.02G230500
KOG0374	Glyma.02G231100
KOG0760	Glyma.02G231200
KOG2273	Glyma.02G231800
KOG2344	Glyma.02G231900
KOG2344	Glyma.02G232000
KOG1947	Glyma.02G232700
KOG4206	Glyma.02G232800
KOG0803	Glyma.02G232900
KOG2553	Glyma.02G233500
KOG2553	Glyma.02G233600
KOG3390	Glyma.02G234100
KOG4646	Glyma.02G234300
KOG0583	Glyma.02G234800
KOG0583	Glyma.02G235100
KOG0156	Glyma.02G235300
KOG3192	Glyma.02G236200
KOG0156	Glyma.02G236500
KOG2768	Glyma.02G236700
KOG0417	Glyma.02G236900
KOG1187	Glyma.02G237000
KOG1187	Glyma.02G237300
KOG1588	Glyma.02G237800
KOG3008	Glyma.02G238100
KOG1950	Glyma.02G238200
KOG2966	Glyma.02G238500
KOG4561	Glyma.02G238600
KOG1768	Glyma.02G239700
KOG0029	Glyma.02G240000
KOG1459	Glyma.02G240200
KOG0853	Glyma.02G240400
KOG0406	Glyma.02G240600
KOG2976	Glyma.02G240700
KOG0048	Glyma.02G241000
KOG1235	Glyma.02G241300
KOG1187	Glyma.02G241500
KOG2888	Glyma.02G241900
KOG4067	Glyma.02G242000
KOG1187	Glyma.02G242700
KOG1844	Glyma.02G243200
KOG0498	Glyma.02G243400
KOG1339	Glyma.02G243600
KOG2839	Glyma.02G244100
KOG1187	Glyma.02G244400
KOG0075	Glyma.02G244500
KOG0048	Glyma.02G244600
KOG2154	Glyma.02G245400
KOG4467	Glyma.02G245500
KOG0027	Glyma.02G245700
KOG2855	Glyma.02G245800
KOG1187	Glyma.02G246000
KOG0223	Glyma.02G246700
KOG0048	Glyma.02G247100
KOG2933	Glyma.02G247300
KOG3937	Glyma.02G247400
KOG1187	Glyma.02G247600
KOG0107	Glyma.02G247800
KOG1030	Glyma.02G247900
KOG1030	Glyma.02G248000
KOG1030	Glyma.02G248100
KOG1003	Glyma.02G248400
KOG0681	Glyma.02G248700
KOG1339	Glyma.02G249000
KOG0651	Glyma.02G249600
KOG0698	Glyma.02G250200
KOG1427	Glyma.02G250700
KOG2696	Glyma.02G250900
KOG2536	Glyma.02G251000
KOG3114	Glyma.02G251200
KOG4378	Glyma.02G251500
KOG1703	Glyma.02G251800
KOG0752	Glyma.02G251900
KOG0087	Glyma.02G252000
KOG0048	Glyma.02G253100
KOG1303	Glyma.02G253200
KOG4779	Glyma.02G253300
KOG0887	Glyma.02G253500
KOG1441	Glyma.02G253600
KOG2700	Glyma.02G254000
KOG0724	Glyma.02G254200
KOG1947	Glyma.02G254300
KOG4072	Glyma.02G254500
KOG2975	Glyma.02G254900
KOG0223	Glyma.02G255000
KOG0815	Glyma.02G255500
KOG0812	Glyma.02G255700
KOG1303	Glyma.02G255800
KOG3399	Glyma.02G256700
KOG0157	Glyma.02G256800
KOG1264	Glyma.02G257100
KOG1187	Glyma.02G257300
KOG0143	Glyma.02G257700
KOG1983	Glyma.02G257800
KOG0143	Glyma.02G257900
KOG3498	Glyma.02G258800
KOG3498	Glyma.02G258900
KOG4201	Glyma.02G259000
KOG1237	Glyma.02G259400
KOG1305	Glyma.02G260100
KOG1305	Glyma.02G260300
KOG1586	Glyma.02G260400
KOG1603	Glyma.02G260700
KOG3142	Glyma.02G261100
KOG1187	Glyma.02G261400
KOG2273	Glyma.02G261500
KOG2331	Glyma.02G262300
KOG2332	Glyma.02G262500
KOG0378	Glyma.02G263200
KOG0502	Glyma.02G263600
KOG0439	Glyma.02G263600
KOG1213	Glyma.02G263700
KOG1187	Glyma.02G263900
KOG2602	Glyma.02G264000
KOG1339	Glyma.02G264400
KOG1716	Glyma.02G266300
KOG2163	Glyma.02G266800
KOG0191	Glyma.02G266900
KOG2624	Glyma.02G267100
KOG0978	Glyma.02G267300
KOG1677	Glyma.02G267500
KOG2366	Glyma.02G267700
KOG0265	Glyma.02G267800
KOG0143	Glyma.02G268000
KOG4412	Glyma.02G268100
KOG0143	Glyma.02G268200
KOG3325	Glyma.02G268600
KOG3472	Glyma.02G268700
KOG4658	Glyma.02G268900
KOG1187	Glyma.02G269200
KOG0472	Glyma.02G269200
KOG1187	Glyma.02G269600
KOG0773	Glyma.02G269900
KOG2086	Glyma.02G270000
KOG4680	Glyma.02G270200
KOG1187	Glyma.02G270700
KOG1187	Glyma.02G270800
KOG1816	Glyma.02G271100
KOG0472	Glyma.02G271200
KOG0583	Glyma.02G271700
KOG3164	Glyma.02G271800
KOG4707	Glyma.02G272000
KOG2371	Glyma.02G272700
KOG1987	Glyma.02G272800
KOG2874	Glyma.02G273000
KOG1639	Glyma.02G273300
KOG4688	Glyma.02G273600
KOG0645	Glyma.02G273700
KOG0271	Glyma.02G273700
KOG0281	Glyma.02G273700
KOG1187	Glyma.02G274500
KOG0934	Glyma.02G274700
KOG2590	Glyma.02G275300
KOG0131	Glyma.02G275400
KOG0148	Glyma.02G275400
KOG1616	Glyma.02G275500
KOG0027	Glyma.02G275600
KOG3242	Glyma.02G275700
KOG0583	Glyma.02G275900
KOG1668	Glyma.02G276600
KOG3334	Glyma.02G277500
KOG0653	Glyma.02G277600
KOG0627	Glyma.02G278400
KOG2425	Glyma.02G278500
KOG0114	Glyma.02G278800
KOG0032	Glyma.02G278900
KOG3259	Glyma.02G279000
KOG3258	Glyma.02G279000
KOG0859	Glyma.02G279100
KOG4271	Glyma.02G279300
KOG1743	Glyma.02G279400
KOG0484	Glyma.02G280300
KOG1427	Glyma.02G280400
KOG0410	Glyma.02G280500
KOG3364	Glyma.02G280700
KOG2922	Glyma.02G280800
KOG0383	Glyma.02G281000
KOG1187	Glyma.02G281100
KOG0331	Glyma.02G281200
KOG1794	Glyma.02G281300
KOG4421	Glyma.02G281900
KOG0029	Glyma.02G282000
KOG1792	Glyma.02G282400
KOG0922	Glyma.02G282700
KOG3251	Glyma.02G282800
KOG4561	Glyma.02G283000
KOG1459	Glyma.02G283400
KOG0867	Glyma.02G283900
KOG4658	Glyma.02G284100
KOG4658	Glyma.02G284200
KOG0638	Glyma.02G284600
KOG1339	Glyma.02G284800
KOG0829	Glyma.02G284900
KOG1187	Glyma.02G286000
KOG2848	Glyma.02G286500
KOG2851	Glyma.02G286600
KOG0157	Glyma.02G287300
KOG4462	Glyma.02G287400
KOG0014	Glyma.02G287700
KOG0192	Glyma.02G288300
KOG1270	Glyma.02G288400
KOG1187	Glyma.02G288600
KOG2837	Glyma.02G288800
KOG3168	Glyma.02G288900
KOG1441	Glyma.02G289000
KOG1673	Glyma.02G289300
KOG4824	Glyma.02G289400
KOG1187	Glyma.02G289800
KOG0157	Glyma.02G290000
KOG1378	Glyma.02G290100
KOG1837	Glyma.02G290200
KOG1003	Glyma.02G290700
KOG1635	Glyma.02G290800
KOG2317	Glyma.02G291100
KOG0032	Glyma.02G291300
KOG1770	Glyma.02G291500
KOG3202	Glyma.02G291600
KOG2536	Glyma.02G291900
KOG2390	Glyma.02G292300
KOG3036	Glyma.02G293100
KOG1847	Glyma.02G293200
KOG1504	Glyma.02G293500
KOG3003	Glyma.02G294600
KOG0917	Glyma.02G295200
KOG4160	Glyma.02G295500
KOG3500	Glyma.02G295900
KOG2258	Glyma.02G296400
KOG1595	Glyma.02G296600
KOG1652	Glyma.02G296700
KOG4280	Glyma.02G296800
KOG4205	Glyma.02G297000
KOG1187	Glyma.02G297100
KOG0198	Glyma.02G297200
KOG1603	Glyma.02G298100
KOG2118	Glyma.02G298200
KOG0156	Glyma.02G298600
KOG0156	Glyma.02G298800
KOG0173	Glyma.02G299000
KOG4750	Glyma.02G299100
KOG2832	Glyma.02G299400
KOG2795	Glyma.02G299600
KOG1418	Glyma.02G299700
KOG0869	Glyma.02G300200
KOG0648	Glyma.02G300500
KOG1122	Glyma.02G301000
KOG3289	Glyma.02G301900
KOG1441	Glyma.02G302100
KOG0061	Glyma.02G302200
KOG2365	Glyma.02G302300
KOG1187	Glyma.02G302600
KOG4203	Glyma.02G302900
KOG1303	Glyma.02G303500
KOG1303	Glyma.02G303700
KOG1293	Glyma.02G304000
KOG1636	Glyma.02G304300
KOG1322	Glyma.02G304500
KOG2627	Glyma.02G306400
KOG0198	Glyma.02G306500
KOG4205	Glyma.02G306700
KOG4293	Glyma.02G306800
KOG1566	Glyma.02G306900
KOG0270	Glyma.02G307200
KOG1577	Glyma.02G307300
KOG3205	Glyma.02G307600
KOG2058	Glyma.02G308000
KOG1692	Glyma.02G308100
KOG3480	Glyma.02G308400
KOG1235	Glyma.02G308600
KOG1616	Glyma.02G308800
KOG3138	Glyma.02G309600
KOG1192	Glyma.02G309800
KOG1609	Glyma.02G310000
KOG1187	Glyma.02G310400
KOG1347	Glyma.02G310800
KOG1187	Glyma.02G311200
KOG0984	Glyma.02G311200
KOG0998	Glyma.02G311333
KOG3215	Glyma.02G311333
KOG1003	Glyma.02G311333
KOG0569	Glyma.02G311700
KOG0032	Glyma.02G311800
KOG2234	Glyma.02G312000
KOG0089	Glyma.03G000600
KOG1588	Glyma.03G001400
KOG0907	Glyma.03G001800
KOG0594	Glyma.03G002200
KOG1430	Glyma.03G002500
KOG1187	Glyma.03G002700
KOG1187	Glyma.03G002900
KOG1187	Glyma.03G003000
KOG1187	Glyma.03G003100
KOG1187	Glyma.03G003300
KOG0027	Glyma.03G004100
KOG0423	Glyma.03G004200
KOG2551	Glyma.03G004300
KOG1470	Glyma.03G004600
KOG2669	Glyma.03G004900
KOG1347	Glyma.03G005200
KOG1347	Glyma.03G005300
KOG1347	Glyma.03G005400
KOG1347	Glyma.03G005600
KOG1347	Glyma.03G005800
KOG3003	Glyma.03G005900
KOG0702	Glyma.03G006000
KOG2736	Glyma.03G006300
KOG0725	Glyma.03G006500
KOG1252	Glyma.03G006700
KOG1021	Glyma.03G006800
KOG0534	Glyma.03G006900
KOG1454	Glyma.03G007100
KOG3413	Glyma.03G007300
KOG0048	Glyma.03G007500
KOG0157	Glyma.03G008100
KOG2532	Glyma.03G008200
KOG2726	Glyma.03G008400
KOG1724	Glyma.03G008500
KOG1187	Glyma.03G008800
KOG2970	Glyma.03G009100
KOG1030	Glyma.03G009400
KOG0143	Glyma.03G009600
KOG2088	Glyma.03G009700
KOG3016	Glyma.03G009800
KOG1018	Glyma.03G010700
KOG1187	Glyma.03G011000
KOG1028	Glyma.03G012600
KOG4844	Glyma.03G013100
KOG0048	Glyma.03G013300
KOG1700	Glyma.03G013900
KOG1650	Glyma.03G014000
KOG1208	Glyma.03G014300
KOG1208	Glyma.03G014400
KOG1030	Glyma.03G015400
KOG3328	Glyma.03G015500
KOG1030	Glyma.03G016000
KOG1030	Glyma.03G016300
KOG0483	Glyma.03G016600
KOG4224	Glyma.03G017100
KOG0106	Glyma.03G017200
KOG3021	Glyma.03G017600
KOG2825	Glyma.03G018500
KOG4146	Glyma.03G018600
KOG4546	Glyma.03G018700
KOG4666	Glyma.03G019200
KOG0014	Glyma.03G019300
KOG0014	Glyma.03G019400
KOG1752	Glyma.03G019500
KOG3391	Glyma.03G019600
KOG0143	Glyma.03G019800
KOG0157	Glyma.03G020400
KOG1515	Glyma.03G020500
KOG0672	Glyma.03G020900
KOG4649	Glyma.03G021000
KOG3190	Glyma.03G021100
KOG0156	Glyma.03G021200
KOG0157	Glyma.03G021600
KOG0580	Glyma.03G021700
KOG0884	Glyma.03G022052
KOG0027	Glyma.03G022800
KOG1187	Glyma.03G023700
KOG0472	Glyma.03G023700
KOG1813	Glyma.03G025400
KOG1315	Glyma.03G025500
KOG0617	Glyma.03G026800
KOG1187	Glyma.03G027200
KOG0617	Glyma.03G027200
KOG1371	Glyma.03G027300
KOG1434	Glyma.03G027600
KOG3191	Glyma.03G027700
KOG2707	Glyma.03G027900
KOG2964	Glyma.03G028000
KOG3208	Glyma.03G029700
KOG0156	Glyma.03G030100
KOG0156	Glyma.03G030800
KOG0156	Glyma.03G030900
KOG0156	Glyma.03G031000
KOG1235	Glyma.03G031700
KOG0439	Glyma.03G032100
KOG1187	Glyma.03G032300
KOG1161	Glyma.03G032400
KOG1192	Glyma.03G032500
KOG1192	Glyma.03G032800
KOG1906	Glyma.03G032900
KOG1674	Glyma.03G033900
KOG3457	Glyma.03G034100
KOG1187	Glyma.03G034200
KOG4658	Glyma.03G034500
