ko	Genes
K03676	Glyma.02G153000
K03676	Glyma.02G153100
K03676	Glyma.02G153200
K00799	Glyma.02G154300
K00799	Glyma.02G154400
K14487	Glyma.02G154600
K10858	Glyma.02G155200
K12623	Glyma.02G155300
K14839	Glyma.02G155400
K06677	Glyma.02G157700
K13082	Glyma.02G158700
K11450	Glyma.02G159100
K13220	Glyma.02G159500
K07213	Glyma.02G160500
K15015	Glyma.02G160900
K11982	Glyma.02G161600
K12865	Glyma.02G162000
K00889	Glyma.02G163800
K06133	Glyma.02G164100
K00873	Glyma.02G165300
K00111	Glyma.02G165500
K14510	Glyma.02G165800
K00225	Glyma.02G166300
K02989	Glyma.02G167900
K12501	Glyma.02G168000
K03016	Glyma.02G168300
K14792	Glyma.02G168900
K13356	Glyma.02G169100
K04382	Glyma.02G169200
K11594	Glyma.02G169600
K11498	Glyma.02G170500
K10737	Glyma.02G170600
K09338	Glyma.02G171300
K00430	Glyma.02G171600
K10355	Glyma.02G172800
K11320	Glyma.02G174100
K07904	Glyma.02G176000
K05941	Glyma.02G176300
K14431	Glyma.02G176800
K07466	Glyma.02G178600
K15015	Glyma.02G179100
K09529	Glyma.02G179900
K08857	Glyma.02G180100
K13523	Glyma.02G181300
K00942	Glyma.02G182400
K06207	Glyma.02G182800
K13412	Glyma.02G182900
K01213	Glyma.02G183000
K14289	Glyma.02G183700
K02114	Glyma.02G184000
K13495	Glyma.02G184200
K14794	Glyma.02G185000
K09285	Glyma.02G185200
K00384	Glyma.02G185300
K03124	Glyma.02G185900
K13495	Glyma.02G186000
K01537	Glyma.02G186100
K04368	Glyma.02G186300
K00006	Glyma.02G186600
K01070	Glyma.02G186700
K03250	Glyma.02G187100
K00799	Glyma.02G187200
K09495	Glyma.02G187800
K09835	Glyma.02G188200
K14508	Glyma.02G188700
K14674	Glyma.02G190000
K12662	Glyma.02G190600
K01001	Glyma.02G190700
K01142	Glyma.02G191100
K19043	Glyma.02G192300
K13412	Glyma.02G192700
K04082	Glyma.02G193000
K17479	Glyma.02G193800
K08064	Glyma.02G195000
K08486	Glyma.02G195300
K08486	Glyma.02G195400
K14442	Glyma.02G195500
K14842	Glyma.02G196900
K06966	Glyma.02G198300
K03386	Glyma.02G198400
K06620	Glyma.02G198700
K17338	Glyma.02G199000
K17338	Glyma.02G199100
K10704	Glyma.02G199700
K02962	Glyma.02G200300
K17917	Glyma.02G201400
K14488	Glyma.02G202200
K06173	Glyma.02G202300
K00131	Glyma.02G202500
K18179	Glyma.02G202700
K18999	Glyma.02G203000
K10255	Glyma.02G203300
K03263	Glyma.02G203700
K01246	Glyma.02G203900
K01255	Glyma.02G204000
K17086	Glyma.02G204200
K05391	Glyma.02G204300
K16297	Glyma.02G204700
K03260	Glyma.02G205500
K03283	Glyma.02G205600
K02520	Glyma.02G205700
K10999	Glyma.02G205800
K02916	Glyma.02G206700
K10745	Glyma.02G206800
K14305	Glyma.02G206900
K07297	Glyma.02G207000
K09285	Glyma.02G207100
K17908	Glyma.02G207500
K07023	Glyma.02G207900
K08679	Glyma.02G208000
K01626	Glyma.02G208400
K14498	Glyma.02G208500
K10712	Glyma.02G208600
K06630	Glyma.02G208700
K02267	Glyma.02G208900
K00434	Glyma.02G209000
K01507	Glyma.02G209900
K10664	Glyma.02G210600
K10664	Glyma.02G210700
K03686	Glyma.02G211200
K01923	Glyma.02G211300
K08505	Glyma.02G211500
K15100	Glyma.02G211700
K04730	Glyma.02G212000
K18810	Glyma.02G212400
K01810	Glyma.02G212600
K11855	Glyma.02G213400
K01673	Glyma.02G213700
K10395	Glyma.02G214300
K10592	Glyma.02G216000
K03123	Glyma.02G216100
K18195	Glyma.02G216300
K00600	Glyma.02G217100
K14484	Glyma.02G218100
K02492	Glyma.02G218300
K03327	Glyma.02G218400
K15378	Glyma.02G218600
K00006	Glyma.02G218700
K15710	Glyma.02G219200
K02866	Glyma.02G220000
K01069	Glyma.02G220100
K08331	Glyma.02G220700
K12900	Glyma.02G220800
K03537	Glyma.02G221100
K03046	Glyma.02G221400
K01623	Glyma.02G222400
K15032	Glyma.02G223000
K08332	Glyma.02G223100
K16285	Glyma.02G223600
K11254	Glyma.02G224100
K17362	Glyma.02G224300
K14638	Glyma.02G224600
K05909	Glyma.02G224800
K05349	Glyma.02G225000
K03798	Glyma.02G225300
K15235	Glyma.02G225500
K09422	Glyma.02G225700
K13107	Glyma.02G226100
K11778	Glyma.02G226200
K10140	Glyma.02G226300
K07300	Glyma.02G226500
K10257	Glyma.02G227200
K17871	Glyma.02G227700
K01953	Glyma.02G228100
K17506	Glyma.02G228200
K04646	Glyma.02G228400
K03549	Glyma.02G228500
K17479	Glyma.02G229600
K03178	Glyma.02G229700
K12845	Glyma.02G229800
K14840	Glyma.02G230100
K13098	Glyma.02G230600
K15113	Glyma.02G231200
K05909	Glyma.02G231600
K13424	Glyma.02G232600
K11094	Glyma.02G232800
K06173	Glyma.02G233500
K06173	Glyma.02G233600
K00430	Glyma.02G233800
K00430	Glyma.02G233900
K00430	Glyma.02G234000
K00430	Glyma.02G234200
K01866	Glyma.02G234500
K12761	Glyma.02G235100
K08867	Glyma.02G235700
K00487	Glyma.02G236500
K03238	Glyma.02G236700
K13434	Glyma.02G236800
K06689	Glyma.02G236900
K14945	Glyma.02G237800
K00767	Glyma.02G238100
K05663	Glyma.02G238300
K11266	Glyma.02G238400
K12261	Glyma.02G238800
K10867	Glyma.02G239200
K02976	Glyma.02G239700
K14649	Glyma.02G239900
K17839	Glyma.02G240000
K02291	Glyma.02G240200
K00695	Glyma.02G240400
K00799	Glyma.02G240600
K08339	Glyma.02G240700
K00963	Glyma.02G241100
K00031	Glyma.02G241200
K08869	Glyma.02G241300
K01580	Glyma.02G241400
K12850	Glyma.02G241900
K01915	Glyma.02G244000
K07766	Glyma.02G244100
K13993	Glyma.02G244300
K07955	Glyma.02G244500
K09422	Glyma.02G244600
K14771	Glyma.02G245400
K13448	Glyma.02G245700
K00847	Glyma.02G245800
K13448	Glyma.02G245901
K04730	Glyma.02G246000
K08332	Glyma.02G246500
K09874	Glyma.02G246700
K09422	Glyma.02G247100
K13205	Glyma.02G247400
K04733	Glyma.02G247600
K06941	Glyma.02G247700
K12900	Glyma.02G247800
K12397	Glyma.02G248300
K11672	Glyma.02G248700
K13508	Glyma.02G249300
K18443	Glyma.02G250000
K14497	Glyma.02G250200
K00966	Glyma.02G250800
K11303	Glyma.02G250900
K15414	Glyma.02G251000
K12657	Glyma.02G251100
K01930	Glyma.02G251400
K16547	Glyma.02G251500
K06269	Glyma.02G251600
K11806	Glyma.02G251700
K07904	Glyma.02G252000
K13993	Glyma.02G252800
K09422	Glyma.02G253100
K02917	Glyma.02G253500
K01756	Glyma.02G254000
K13463	Glyma.02G254300
K12947	Glyma.02G254500
K03249	Glyma.02G254900
K09872	Glyma.02G255000
K02941	Glyma.02G255500
K02941	Glyma.02G255600
K08490	Glyma.02G255700
K13946	Glyma.02G255800
K09588	Glyma.02G256800
K05857	Glyma.02G257000
K05857	Glyma.02G257100
K05857	Glyma.02G257200
K15731	Glyma.02G257400
K08518	Glyma.02G257800
K03348	Glyma.02G258100
K04646	Glyma.02G258200
K07342	Glyma.02G258800
K07342	Glyma.02G258900
K01609	Glyma.02G259000
K00430	Glyma.02G259300
K15296	Glyma.02G260400
K05909	Glyma.02G261600
K10875	Glyma.02G261800
K14496	Glyma.02G261900
K01227	Glyma.02G262300
K00522	Glyma.02G262500
K02987	Glyma.02G263200
K06670	Glyma.02G263700
K17479	Glyma.02G263800
K07277	Glyma.02G264000
K09286	Glyma.02G264700
K00784	Glyma.02G266200
K04459	Glyma.02G266300
K11578	Glyma.02G266800
K09584	Glyma.02G266900
K01052	Glyma.02G267100
K10696	Glyma.02G267300
K09286	Glyma.02G267400
K10143	Glyma.02G267800
K18045	Glyma.02G267900
K05933	Glyma.02G268000
K05933	Glyma.02G268200
K18467	Glyma.02G268600
K14611	Glyma.02G269300
K01113	Glyma.02G269500
K14638	Glyma.02G269700
K02907	Glyma.02G269800
K14012	Glyma.02G270000
K11584	Glyma.02G270300
K13429	Glyma.02G270700
K13429	Glyma.02G270800
K11838	Glyma.02G271500
K08864	Glyma.02G271700
K14773	Glyma.02G271800
K06669	Glyma.02G271900
K02887	Glyma.02G272000
K05349	Glyma.02G272100
K09842	Glyma.02G272200
K09842	Glyma.02G272400
K15376	Glyma.02G272700
K10523	Glyma.02G272800
K06961	Glyma.02G273000
K00021	Glyma.02G273100
K09499	Glyma.02G273200
K10258	Glyma.02G273300
K10960	Glyma.02G273800
K00121	Glyma.02G274000
K00121	Glyma.02G274100
K14514	Glyma.02G274600
K12394	Glyma.02G274700
K11593	Glyma.02G274900
K18757	Glyma.02G275300
K12741	Glyma.02G275400
K07199	Glyma.02G275500
K02183	Glyma.02G275600
K13288	Glyma.02G275700
K08819	Glyma.02G276000
K03188	Glyma.02G276400
K03232	Glyma.02G276600
K02201	Glyma.02G276900
K18158	Glyma.02G277200
K03133	Glyma.02G277500
K05868	Glyma.02G277600
K01640	Glyma.02G277900
K09419	Glyma.02G278400
K16912	Glyma.02G278500
K01464	Glyma.02G278600
K12833	Glyma.02G278800
K13412	Glyma.02G278900
K08515	Glyma.02G279100
K14409	Glyma.02G279500
K17969	Glyma.02G280700
K11367	Glyma.02G281000
K17839	Glyma.02G282000
K16189	Glyma.02G282100
K02717	Glyma.02G282500
K14508	Glyma.02G283300
K02291	Glyma.02G283400
K00799	Glyma.02G283900
K02882	Glyma.02G284900
K05389	Glyma.02G285700
K13508	Glyma.02G286500
K02684	Glyma.02G286600
K04371	Glyma.02G286800
K08235	Glyma.02G287200
K13648	Glyma.02G287600
K09264	Glyma.02G287700
K00591	Glyma.02G288400
K01647	Glyma.02G288500
K13993	Glyma.02G288700
K13102	Glyma.02G288800
K11086	Glyma.02G288900
K15283	Glyma.02G289000
K07976	Glyma.02G289300
K02335	Glyma.02G289700
K14550	Glyma.02G290200
K14776	Glyma.02G290500
K07304	Glyma.02G290800
K13719	Glyma.02G291000
K13412	Glyma.02G291300
K03113	Glyma.02G291500
K08498	Glyma.02G291600
K18270	Glyma.02G292300
K00658	Glyma.02G292500
K14009	Glyma.02G292600
K14190	Glyma.02G292800
K12606	Glyma.02G293100
K09191	Glyma.02G293300
K00609	Glyma.02G293500
K11996	Glyma.02G293600
K09286	Glyma.02G294100
K12483	Glyma.02G294200
K00162	Glyma.02G294500
K03687	Glyma.02G294600
K00981	Glyma.02G295000
K16732	Glyma.02G295100
K12199	Glyma.02G295200
K18848	Glyma.02G295300
K15423	Glyma.02G295600
K03531	Glyma.02G295800
K02153	Glyma.02G295900
K06911	Glyma.02G296500
K17790	Glyma.02G296700
K10400	Glyma.02G296800
K14411	Glyma.02G297000
K08867	Glyma.02G297200
K15032	Glyma.02G297900
K02739	Glyma.02G299000
K00640	Glyma.02G299100
K01051	Glyma.02G299200
K01051	Glyma.02G299300
K17496	Glyma.02G299400
K10878	Glyma.02G299600
K05389	Glyma.02G299700
K03500	Glyma.02G301000
K13545	Glyma.02G301700
K15285	Glyma.02G302100
K04079	Glyma.02G302500
K10406	Glyma.02G302800
K00876	Glyma.02G302900
K01623	Glyma.02G303000
K06617	Glyma.02G303300
K02259	Glyma.02G303400
K12872	Glyma.02G303600
K08064	Glyma.02G303800
K12349	Glyma.02G304100
K01689	Glyma.02G304200
K04802	Glyma.02G304300
K00975	Glyma.02G304500
K08101	Glyma.02G304700
K14300	Glyma.02G305200
K08913	Glyma.02G305400
K09487	Glyma.02G305600
K14489	Glyma.02G305900
K18834	Glyma.02G306300
K13118	Glyma.02G306400
K08867	Glyma.02G306500
K14411	Glyma.02G306700
K08272	Glyma.02G306900
K01213	Glyma.02G307000
K14791	Glyma.02G307200
K08243	Glyma.02G307300
K12462	Glyma.02G307600
K17778	Glyma.02G308400
K00626	Glyma.02G308500
K07199	Glyma.02G308800
K10638	Glyma.02G309100
K10775	Glyma.02G309300
K17086	Glyma.02G309400
K08909	Glyma.02G309500
K00968	Glyma.02G309900
K14500	Glyma.02G310400
K12385	Glyma.02G310900
K13412	Glyma.02G311800
K15272	Glyma.02G312000
K18442	Glyma.02G312200
K14808	Glyma.03G001200
K14945	Glyma.03G001400
K03671	Glyma.03G001800
K03135	Glyma.03G001900
K19355	Glyma.03G002100
K03253	Glyma.03G002400
K07748	Glyma.03G002500
K14432	Glyma.03G003400
K01209	Glyma.03G004000
K02183	Glyma.03G004100
K10583	Glyma.03G004200
K12176	Glyma.03G004400
K15559	Glyma.03G004900
K03327	Glyma.03G005200
K03327	Glyma.03G005300
K03327	Glyma.03G005400
K03327	Glyma.03G005600
K01649	Glyma.03G005700
K03327	Glyma.03G005800
K03687	Glyma.03G005900
K04505	Glyma.03G006300
K09422	Glyma.03G006600
K01738	Glyma.03G006700
K00326	Glyma.03G006900
K19054	Glyma.03G007300
K09422	Glyma.03G007500
K00430	Glyma.03G007700
K00430	Glyma.03G007800
K15398	Glyma.03G008100
K08193	Glyma.03G008200
K13508	Glyma.03G008300
K09597	Glyma.03G008600
K01068	Glyma.03G009800
K11752	Glyma.03G010700
K14500	Glyma.03G011000
K13667	Glyma.03G012800
K13667	Glyma.03G012900
K12614	Glyma.03G013000
K17411	Glyma.03G013100
K12614	Glyma.03G013200
K09422	Glyma.03G013300
K09377	Glyma.03G013900
K15095	Glyma.03G014300
K15095	Glyma.03G014400
K00028	Glyma.03G014600
K14777	Glyma.03G014900
K17362	Glyma.03G015500
K03110	Glyma.03G015600
K09338	Glyma.03G016600
K12175	Glyma.03G016800
K12893	Glyma.03G017200
K15277	Glyma.03G018102
K01551	Glyma.03G018500
K12161	Glyma.03G018600
K13335	Glyma.03G018700
K13510	Glyma.03G019200
K09264	Glyma.03G019400
K14324	Glyma.03G019600
K13648	Glyma.03G019700
K05282	Glyma.03G019800
K01598	Glyma.03G020900
K00142	Glyma.03G021000
K14795	Glyma.03G021100
K08850	Glyma.03G021700
K03952	Glyma.03G021800
K12734	Glyma.03G022052
K01714	Glyma.03G022300
K18442	Glyma.03G022900
K14780	Glyma.03G024000
K15292	Glyma.03G024100
K13127	Glyma.03G025400
K18932	Glyma.03G025500
K06110	Glyma.03G026400
K06110	Glyma.03G026900
K08679	Glyma.03G027300
K00800	Glyma.03G027400
K00615	Glyma.03G027500
K10870	Glyma.03G027600
K02493	Glyma.03G027700
K01409	Glyma.03G027900
K01476	Glyma.03G028000
K01265	Glyma.03G028800
K01051	Glyma.03G028900
K01051	Glyma.03G029000
K01051	Glyma.03G029100
K01051	Glyma.03G029200
K01051	Glyma.03G029400
K14488	Glyma.03G029600
K08495	Glyma.03G029700
K09272	Glyma.03G031900
K09833	Glyma.03G033100
K07447	Glyma.03G033200
K09481	Glyma.03G034100
K03327	Glyma.03G036200
K08867	Glyma.03G036500
K03120	Glyma.03G036800
K00430	Glyma.03G037800
K00430	Glyma.03G037900
K00430	Glyma.03G038100
K00430	Glyma.03G038200
K00430	Glyma.03G038300
K00430	Glyma.03G038500
K00430	Glyma.03G038600
K00430	Glyma.03G038700
K00430	Glyma.03G039700
K00430	Glyma.03G039800
K00827	Glyma.03G040600
K11290	Glyma.03G042200
K08241	Glyma.03G042300
K14685	Glyma.03G042400
K14685	Glyma.03G042500
K10268	Glyma.03G042600
K13424	Glyma.03G042700
K02728	Glyma.03G049700
K00522	Glyma.03G050100
K02987	Glyma.03G050300
K08059	Glyma.03G050500
K08059	Glyma.03G050700
K06910	Glyma.03G052200
K01568	Glyma.03G055100
K01490	Glyma.03G055900
K00232	Glyma.03G056400
K10257	Glyma.03G056700
K09510	Glyma.03G057500
K06100	Glyma.03G057600
K14617	Glyma.03G058100
K03062	Glyma.03G058400
K07300	Glyma.03G058500
K14684	Glyma.03G059200
K08681	Glyma.03G060100
K10802	Glyma.03G060200
K08915	Glyma.03G060300
K19033	Glyma.03G063200
K13946	Glyma.03G063600
K13946	Glyma.03G063900
K05292	Glyma.03G064400
K02709	Glyma.03G065000
K04733	Glyma.03G065100
K08998	Glyma.03G066000
K18633	Glyma.03G068900
K06911	Glyma.03G069100
K18813	Glyma.03G069200
K12657	Glyma.03G069400
K00761	Glyma.03G069600
K18932	Glyma.03G069700
K08269	Glyma.03G069800
K00167	Glyma.03G070200
K09756	Glyma.03G070300
K09562	Glyma.03G070400
K14486	Glyma.03G070500
K02552	Glyma.03G070600
K14638	Glyma.03G072100
K16302	Glyma.03G072800
K02726	Glyma.03G073300
K00799	Glyma.03G073702
K00799	Glyma.03G073704
K08241	Glyma.03G073726
K09422	Glyma.03G073774
K05909	Glyma.03G073776
K05909	Glyma.03G073778
K07375	Glyma.03G074400
K15103	Glyma.03G076100
K11863	Glyma.03G076500
K13917	Glyma.03G076800
K05909	Glyma.03G077900
K06119	Glyma.03G078300
K09872	Glyma.03G078700
K15688	Glyma.03G080300
K09422	Glyma.03G081900
K17777	Glyma.03G082300
K09422	Glyma.03G082400
K05841	Glyma.03G083100
K13456	Glyma.03G084000
K17411	Glyma.03G084100
K01495	Glyma.03G085100
K01495	Glyma.03G085500
K08829	Glyma.03G085700
K17686	Glyma.03G086000
K09569	Glyma.03G086100
K09571	Glyma.03G086200
K02995	Glyma.03G086400
K09561	Glyma.03G088400
K03012	Glyma.03G088500
K01893	Glyma.03G089300
K16904	Glyma.03G089400
K16569	Glyma.03G090100
K00454	Glyma.03G091000
K17592	Glyma.03G091100
K08237	Glyma.03G091200
K14491	Glyma.03G091600
K14006	Glyma.03G091800
K00134	Glyma.03G092700
K01114	Glyma.03G092800
K13484	Glyma.03G093200
K08472	Glyma.03G093600
K02256	Glyma.03G094400
K08657	Glyma.03G096900
K17888	Glyma.03G097000
K06442	Glyma.03G097100
K01885	Glyma.03G097900
K07119	Glyma.03G098600
K01184	Glyma.03G098700
K07119	Glyma.03G098800
K07119	Glyma.03G098900
K03439	Glyma.03G100600
K09008	Glyma.03G100700
K00948	Glyma.03G100800
K15404	Glyma.03G101200
K15404	Glyma.03G101700
K13800	Glyma.03G102700
K00028	Glyma.03G102900
K04078	Glyma.03G103600
K10663	Glyma.03G103800
K08237	Glyma.03G104500
K08237	Glyma.03G104700
K08237	Glyma.03G104800
K02134	Glyma.03G105300
K03260	Glyma.03G106500
K02921	Glyma.03G107000
K11340	Glyma.03G107300
K03847	Glyma.03G108200
K11375	Glyma.03G108600
K01867	Glyma.03G108900
K04567	Glyma.03G109000
K12877	Glyma.03G109200
K02214	Glyma.03G109300
K00940	Glyma.03G109500
K02926	Glyma.03G110100
K07874	Glyma.03G110200
K13199	Glyma.03G110300
K14164	Glyma.03G110500
K16818	Glyma.03G110600
K10640	Glyma.03G110700
K14164	Glyma.03G111000
K09286	Glyma.03G111700
K09286	Glyma.03G112400
K14137	Glyma.03G113500
K05754	Glyma.03G114200
K09338	Glyma.03G114300
K08901	Glyma.03G114600
K05917	Glyma.03G115300
K09422	Glyma.03G115400
K08237	Glyma.03G115800
K08237	Glyma.03G116100
K08237	Glyma.03G116200
K09503	Glyma.03G116600
K05605	Glyma.03G117300
K12604	Glyma.03G118200
K12604	Glyma.03G118400
K12741	Glyma.03G118800
K12663	Glyma.03G119400
K04035	Glyma.03G119500
K11420	Glyma.03G119900
K01209	Glyma.03G120000
K01209	Glyma.03G120100
K19034	Glyma.03G120300
K14320	Glyma.03G120400
K03626	Glyma.03G120800
K03626	Glyma.03G120900
K11292	Glyma.03G121000
K00705	Glyma.03G121100
K09754	Glyma.03G122000
K09571	Glyma.03G122100
K11835	Glyma.03G122400
K14638	Glyma.03G123000
K05868	Glyma.03G123800
K07375	Glyma.03G124400
K15711	Glyma.03G124900
K16297	Glyma.03G125200
K16297	Glyma.03G125400
K16297	Glyma.03G125500
K16297	Glyma.03G125600
K04078	Glyma.03G125800
K13947	Glyma.03G126000
K14819	Glyma.03G126200
K13448	Glyma.03G127000
K02470	Glyma.03G127300
K14431	Glyma.03G127600
K00889	Glyma.03G128100
K14431	Glyma.03G128200
K00284	Glyma.03G128300
K14508	Glyma.03G128600
K06443	Glyma.03G128900
K00286	Glyma.03G129100
K17969	Glyma.03G129400
K03013	Glyma.03G129500
K17479	Glyma.03G129600
K01760	Glyma.03G129700
K14492	Glyma.03G130000
K13448	Glyma.03G130800
K14674	Glyma.03G130900
K06118	Glyma.03G131100
K03860	Glyma.03G131800
K11253	Glyma.03G133100
K00279	Glyma.03G133300
K09527	Glyma.03G133500
K01674	Glyma.03G133600
K11665	Glyma.03G133700
K00006	Glyma.03G133800
K01537	Glyma.03G134200
K15414	Glyma.03G134300
K13495	Glyma.03G134500
K03124	Glyma.03G134600
K11792	Glyma.03G134700
K18134	Glyma.03G134800
K10406	Glyma.03G134900
K09419	Glyma.03G135800
K05643	Glyma.03G136000
K09285	Glyma.03G136100
K17604	Glyma.03G136800
K14169	Glyma.03G136900
K03403	Glyma.03G137000
K01408	Glyma.03G137100
K06617	Glyma.03G137900
K13412	Glyma.03G138000
K00942	Glyma.03G138200
K01939	Glyma.03G139200
K13523	Glyma.03G139700
K08857	Glyma.03G140100
K02969	Glyma.03G142200
K02969	Glyma.03G142300
K14431	Glyma.03G142400
K16810	Glyma.03G142600
K16810	Glyma.03G142700
K12741	Glyma.03G143400
K13261	Glyma.03G143700
K10256	Glyma.03G144500
K02328	Glyma.03G144600
K10355	Glyma.03G144800
K18453	Glyma.03G145000
K14692	Glyma.03G145200
K00430	Glyma.03G145600
K10666	Glyma.03G145700
K09338	Glyma.03G145800
K16570	Glyma.03G146200
K04506	Glyma.03G146300
K11498	Glyma.03G146900
K03065	Glyma.03G147400
K11251	Glyma.03G148100
K14493	Glyma.03G148300
K14490	Glyma.03G148600
K04733	Glyma.03G148800
K08145	Glyma.03G149200
K14487	Glyma.03G149400
K02358	Glyma.03G150600
K10523	Glyma.03G150800
K12621	Glyma.03G150900
K10760	Glyma.03G151800
K13917	Glyma.03G152000
K11087	Glyma.03G152100
K07870	Glyma.03G153300
K04120	Glyma.03G154400
K04120	Glyma.03G154700
K17972	Glyma.03G154800
K12817	Glyma.03G155000
K10268	Glyma.03G155100
K15443	Glyma.03G155900
K17471	Glyma.03G156700
K08857	Glyma.03G156800
K09419	Glyma.03G157300
K13448	Glyma.03G157800
K09566	Glyma.03G157900
K11251	Glyma.03G158100
K06062	Glyma.03G158300
K01695	Glyma.03G158400
K14484	Glyma.03G158600
K14484	Glyma.03G158700
K02721	Glyma.03G159100
K13648	Glyma.03G159200
K16075	Glyma.03G159400
K16277	Glyma.03G159500
K13162	Glyma.03G160000
K13407	Glyma.03G160100
K13407	Glyma.03G160300
K08504	Glyma.03G161000
K06072	Glyma.03G161100
K10798	Glyma.03G161300
K17907	Glyma.03G162100
K14516	Glyma.03G162500
K14516	Glyma.03G162700
K08176	Glyma.03G162800
K05765	Glyma.03G162900
K09422	Glyma.03G163100
K12667	Glyma.03G164400
K11130	Glyma.03G164500
K08790	Glyma.03G164600
K12192	Glyma.03G164800
K05941	Glyma.03G165000
K05941	Glyma.03G165100
K17756	Glyma.03G165200
K10683	Glyma.03G165600
K14638	Glyma.03G165900
K02894	Glyma.03G166700
K13217	Glyma.03G167000
K14484	Glyma.03G167400
K01592	Glyma.03G167900
K00121	Glyma.03G168700
K15178	Glyma.03G168800
K17985	Glyma.03G169000
K10357	Glyma.03G169500
K11816	Glyma.03G169600
K16578	Glyma.03G170000
K03062	Glyma.03G170600
K03283	Glyma.03G171100
K11254	Glyma.03G171400
K12492	Glyma.03G171800
K03254	Glyma.03G172200
K11252	Glyma.03G172500
K01507	Glyma.03G172700
K01778	Glyma.03G173400
K08287	Glyma.03G173600
K07195	Glyma.03G174300
K15728	Glyma.03G174900
K01537	Glyma.03G175200
K12896	Glyma.03G175400
K12896	Glyma.03G175600
K02069	Glyma.03G175800
K01102	Glyma.03G176100
K18732	Glyma.03G176200
K00799	Glyma.03G176300
K00765	Glyma.03G176400
K00939	Glyma.03G176800
K02930	Glyma.03G177400
K09284	Glyma.03G177500
K02973	Glyma.03G178000
K14779	Glyma.03G178500
K03000	Glyma.03G178900
K08472	Glyma.03G179200
K08506	Glyma.03G179500
K09523	Glyma.03G179800
K02152	Glyma.03G180700
K09872	Glyma.03G180900
K01586	Glyma.03G181200
K06966	Glyma.03G181300
K14513	Glyma.03G181400
K10775	Glyma.03G181600
K10775	Glyma.03G181700
K00856	Glyma.03G181900
K14488	Glyma.03G182100
K13525	Glyma.03G182800
K14488	Glyma.03G183000
K14488	Glyma.03G183100
K14488	Glyma.03G183200
K01892	Glyma.03G183400
K13680	Glyma.03G183500
K05658	Glyma.03G183600
K09422	Glyma.03G183900
K00789	Glyma.03G184000
K08235	Glyma.03G184500
K15691	Glyma.03G184600
K10532	Glyma.03G184900
K11584	Glyma.03G185200
K01728	Glyma.03G185400
K01674	Glyma.03G185500
K01674	Glyma.03G185600
K10144	Glyma.03G185700
K01803	Glyma.03G185800
K09873	Glyma.03G185900
K07910	Glyma.03G186200
K00889	Glyma.03G186300
K14556	Glyma.03G186500
K13496	Glyma.03G186900
K13496	Glyma.03G187000
K13496	Glyma.03G187200
K13496	Glyma.03G187400
K13496	Glyma.03G187500
K13496	Glyma.03G187700
K12185	Glyma.03G188100
K13126	Glyma.03G188500
K02896	Glyma.03G189300
K00873	Glyma.03G189700
K13680	Glyma.03G190200
K01689	Glyma.03G190500
K12836	Glyma.03G190600
K14797	Glyma.03G190900
K14510	Glyma.03G191000
K09419	Glyma.03G191100
K14400	Glyma.03G191200
K01623	Glyma.03G191500
K00700	Glyma.03G192300
K02943	Glyma.03G193100
K01240	Glyma.03G193800
K01166	Glyma.03G194500
K13628	Glyma.03G195000
K03531	Glyma.03G195200
K10808	Glyma.03G195600
K00419	Glyma.03G195700
K00621	Glyma.03G195900
K13161	Glyma.03G196700
K10740	Glyma.03G196800
K03106	Glyma.03G196900
K11099	Glyma.03G197100
K14488	Glyma.03G197200
K10398	Glyma.03G197300
K01193	Glyma.03G197400
K02912	Glyma.03G197500
K02927	Glyma.03G197600
K12733	Glyma.03G198200
K12611	Glyma.03G198400
K01285	Glyma.03G199100
K01285	Glyma.03G199300
K01285	Glyma.03G199400
K10704	Glyma.03G199900
K12581	Glyma.03G200000
K17338	Glyma.03G200400
K06966	Glyma.03G200800
K15170	Glyma.03G201900
K09480	Glyma.03G202100
K08486	Glyma.03G202800
K08064	Glyma.03G203000
K17479	Glyma.03G203500
K11835	Glyma.03G203700
K01633	Glyma.03G203800
K13412	Glyma.03G204100
K19043	Glyma.03G204400
K03363	Glyma.03G204700
K00102	Glyma.03G205500
K14209	Glyma.03G205700
K02979	Glyma.03G205800
K01301	Glyma.03G205900
